date,temperature,humidity,wind_speed,wind_direction,pressure,PM2.5,CO,NO,NO2,O3,PB,PM10,SO2
2022-01-01,52.5,58.3,5.9,346.7,1019.0,11.4,0.5,0.019,31.5,0.036,,21.0,0.2
2022-01-01,52.5,58.3,5.9,346.7,1019.0,11.4,0.5,0.019,28.1,0.036,,21.0,0.2
2022-01-01,52.5,58.3,5.9,346.7,1019.0,11.4,0.5,0.019,31.5,0.036,,21.0,0.2
2022-01-01,52.5,58.3,5.9,346.7,1019.0,11.4,0.5,0.019,28.1,0.036,,21.0,0.2
2022-01-01,52.5,58.3,5.9,346.7,1019.0,12.1,0.5,0.019,31.5,0.036,,21.0,0.2
2022-01-01,52.5,58.3,5.9,346.7,1019.0,12.1,0.5,0.019,28.1,0.036,,21.0,0.2
2022-01-01,52.5,58.3,5.9,346.7,1019.0,12.1,0.5,0.019,31.5,0.036,,21.0,0.2
2022-01-01,52.5,58.3,5.9,346.7,1019.0,12.1,0.5,0.019,28.1,0.036,,21.0,0.2
2022-01-02,52.0,41.0,6.3,351.8,1023.9,7.0,0.6,0.017,33.7,0.036,,17.0,0.2
2022-01-02,52.0,41.0,6.3,351.8,1023.9,7.0,0.6,0.017,30.4,0.036,,17.0,0.2
2022-01-02,52.0,41.0,6.3,351.8,1023.9,7.0,0.6,0.017,33.7,0.036,,17.0,0.2
2022-01-02,52.0,41.0,6.3,351.8,1023.9,7.0,0.6,0.017,30.4,0.036,,17.0,0.2
2022-01-02,52.0,41.0,6.3,351.8,1023.9,6.2,0.6,0.017,33.7,0.036,,17.0,0.2
2022-01-02,52.0,41.0,6.3,351.8,1023.9,6.2,0.6,0.017,30.4,0.036,,17.0,0.2
2022-01-02,52.0,41.0,6.3,351.8,1023.9,6.2,0.6,0.017,33.7,0.036,,17.0,0.2
2022-01-02,52.0,41.0,6.3,351.8,1023.9,6.2,0.6,0.017,30.4,0.036,,17.0,0.2
2022-01-03,51.4,50.1,4.7,312.5,1022.4,8.4,0.8,0.065,39.5,0.03,,23.0,0.6
2022-01-03,51.4,50.1,4.7,312.5,1022.4,8.4,0.8,0.065,35.5,0.03,,23.0,0.6
2022-01-03,51.4,50.1,4.7,312.5,1022.4,8.4,0.7,0.065,39.5,0.03,,23.0,0.6
2022-01-03,51.4,50.1,4.7,312.5,1022.4,8.4,0.7,0.065,35.5,0.03,,23.0,0.6
2022-01-03,51.4,50.1,4.7,312.5,1022.4,8.0,0.8,0.065,39.5,0.03,,23.0,0.6
2022-01-03,51.4,50.1,4.7,312.5,1022.4,8.0,0.8,0.065,35.5,0.03,,23.0,0.6
2022-01-03,51.4,50.1,4.7,312.5,1022.4,8.0,0.7,0.065,39.5,0.03,,23.0,0.6
2022-01-03,51.4,50.1,4.7,312.5,1022.4,8.0,0.7,0.065,35.5,0.03,,23.0,0.6
2022-01-04,51.1,68.3,5.3,274.6,1022.8,16.9,1.0,0.088,37.0,0.023,,33.0,1.0
2022-01-04,51.1,68.3,5.3,274.6,1022.8,16.9,1.0,0.088,32.2,0.023,,33.0,1.0
2022-01-04,51.1,68.3,5.3,274.6,1022.8,16.9,0.9,0.088,37.0,0.023,,33.0,1.0
2022-01-04,51.1,68.3,5.3,274.6,1022.8,16.9,0.9,0.088,32.2,0.023,,33.0,1.0
2022-01-04,51.1,68.3,5.3,274.6,1022.8,15.0,1.0,0.088,37.0,0.023,,33.0,1.0
2022-01-04,51.1,68.3,5.3,274.6,1022.8,15.0,1.0,0.088,32.2,0.023,,33.0,1.0
2022-01-04,51.1,68.3,5.3,274.6,1022.8,15.0,0.9,0.088,37.0,0.023,,33.0,1.0
2022-01-04,51.1,68.3,5.3,274.6,1022.8,15.0,0.9,0.088,32.2,0.023,,33.0,1.0
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,24.8,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,25.1,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,23.2,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,22.7,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,52.3,0.016,0.0101,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.01,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.01,45.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.0101,40.0,0.9
2022-01-05,54.7,67.3,5.2,307.8,1017.9,27.6,1.2,0.165,45.6,0.016,0.0101,45.0,0.9
2022-01-06,56.6,64.3,3.9,270.4,1014.0,22.0,1.2,0.127,70.3,0.014,,42.0,1.2
2022-01-06,56.6,64.3,3.9,270.4,1014.0,22.0,1.2,0.127,64.7,0.014,,42.0,1.2
2022-01-06,56.6,64.3,3.9,270.4,1014.0,22.0,1.2,0.127,70.3,0.014,,42.0,1.2
2022-01-06,56.6,64.3,3.9,270.4,1014.0,22.0,1.2,0.127,64.7,0.014,,42.0,1.2
2022-01-06,56.6,64.3,3.9,270.4,1014.0,20.6,1.2,0.127,70.3,0.014,,42.0,1.2
2022-01-06,56.6,64.3,3.9,270.4,1014.0,20.6,1.2,0.127,64.7,0.014,,42.0,1.2
2022-01-06,56.6,64.3,3.9,270.4,1014.0,20.6,1.2,0.127,70.3,0.014,,42.0,1.2
2022-01-06,56.6,64.3,3.9,270.4,1014.0,20.6,1.2,0.127,64.7,0.014,,42.0,1.2
2022-01-07,52.8,84.3,4.8,87.4,1013.4,33.7,1.4,0.123,49.1,0.03,,40.0,6.5
2022-01-07,52.8,84.3,4.8,87.4,1013.4,33.7,1.4,0.123,41.8,0.03,,40.0,6.5
2022-01-07,52.8,84.3,4.8,87.4,1013.4,33.7,1.4,0.123,49.1,0.03,,40.0,6.5
2022-01-07,52.8,84.3,4.8,87.4,1013.4,33.7,1.4,0.123,41.8,0.03,,40.0,6.5
2022-01-07,52.8,84.3,4.8,87.4,1013.4,27.5,1.4,0.123,49.1,0.03,,40.0,6.5
2022-01-07,52.8,84.3,4.8,87.4,1013.4,27.5,1.4,0.123,41.8,0.03,,40.0,6.5
2022-01-07,52.8,84.3,4.8,87.4,1013.4,27.5,1.4,0.123,49.1,0.03,,40.0,6.5
2022-01-07,52.8,84.3,4.8,87.4,1013.4,27.5,1.4,0.123,41.8,0.03,,40.0,6.5
2022-01-08,55.6,72.4,5.0,97.4,1017.2,17.4,0.6,0.021,36.9,0.04,,25.0,0.2
2022-01-08,55.6,72.4,5.0,97.4,1017.2,17.4,0.6,0.021,31.0,0.04,,25.0,0.2
2022-01-08,55.6,72.4,5.0,97.4,1017.2,17.4,0.6,0.021,36.9,0.04,,25.0,0.2
2022-01-08,55.6,72.4,5.0,97.4,1017.2,17.4,0.6,0.021,31.0,0.04,,25.0,0.2
2022-01-08,55.6,72.4,5.0,97.4,1017.2,14.6,0.6,0.021,36.9,0.04,,25.0,0.2
2022-01-08,55.6,72.4,5.0,97.4,1017.2,14.6,0.6,0.021,31.0,0.04,,25.0,0.2
2022-01-08,55.6,72.4,5.0,97.4,1017.2,14.6,0.6,0.021,36.9,0.04,,25.0,0.2
2022-01-08,55.6,72.4,5.0,97.4,1017.2,14.6,0.6,0.021,31.0,0.04,,25.0,0.2
2022-01-09,57.8,55.9,2.6,355.2,1023.4,12.3,0.9,0.037,39.2,0.035,,28.0,0.4
2022-01-09,57.8,55.9,2.6,355.2,1023.4,12.3,0.9,0.037,34.5,0.035,,28.0,0.4
2022-01-09,57.8,55.9,2.6,355.2,1023.4,12.3,0.8,0.037,39.2,0.035,,28.0,0.4
2022-01-09,57.8,55.9,2.6,355.2,1023.4,12.3,0.8,0.037,34.5,0.035,,28.0,0.4
2022-01-09,57.8,55.9,2.6,355.2,1023.4,14.1,0.9,0.037,39.2,0.035,,28.0,0.4
2022-01-09,57.8,55.9,2.6,355.2,1023.4,14.1,0.9,0.037,34.5,0.035,,28.0,0.4
2022-01-09,57.8,55.9,2.6,355.2,1023.4,14.1,0.8,0.037,39.2,0.035,,28.0,0.4
2022-01-09,57.8,55.9,2.6,355.2,1023.4,14.1,0.8,0.037,34.5,0.035,,28.0,0.4
2022-01-10,60.7,28.4,4.9,356.9,1025.3,4.9,0.9,0.043,43.2,0.022,,25.0,0.3
2022-01-10,60.7,28.4,4.9,356.9,1025.3,4.9,0.9,0.043,39.5,0.022,,25.0,0.3
2022-01-10,60.7,28.4,4.9,356.9,1025.3,4.9,0.8,0.043,43.2,0.022,,25.0,0.3
2022-01-10,60.7,28.4,4.9,356.9,1025.3,4.9,0.8,0.043,39.5,0.022,,25.0,0.3
2022-01-10,60.7,28.4,4.9,356.9,1025.3,5.1,0.9,0.043,43.2,0.022,,25.0,0.3
2022-01-10,60.7,28.4,4.9,356.9,1025.3,5.1,0.9,0.043,39.5,0.022,,25.0,0.3
2022-01-10,60.7,28.4,4.9,356.9,1025.3,5.1,0.8,0.043,43.2,0.022,,25.0,0.3
2022-01-10,60.7,28.4,4.9,356.9,1025.3,5.1,0.8,0.043,39.5,0.022,,25.0,0.3
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.8,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.8,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.8,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.8,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.8,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.8,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.8,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.8,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.7,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.7,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.7,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.7,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.7,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.7,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.7,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.6,0.7,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.8,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.8,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.8,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.8,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.8,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.8,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.8,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.8,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.7,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.7,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.7,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.7,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.7,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.7,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.7,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,5.7,0.7,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.8,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.8,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.8,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.8,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.8,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.8,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.8,0.048,45.9,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.8,0.048,45.9,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.7,0.048,50.0,0.03,0.006,19.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.7,0.048,50.0,0.03,0.006,24.0,0.5
2022-01-11,62.2,25.1,4.4,12.0,1023.2,4.4,0.7,0.048,50.0,0.03,0.006,19.0,0.5
